timestamp,tank_id,do_mg_l,nh4_ppm,no2_ppm,no3_ppm,water_temp_c,ph,alkalinity_mg_l,salinity_ppt,n_conv_speed,alert,alert_types,data_source
2026-02-07 07:29:45.234503,T01,6.859,0.0557,0.0153,10.11,28.05,8.04,104.1,19.43,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 07:59:45.234503,T01,7.09,0.0359,0.0248,10.66,28.21,7.96,108.3,19.58,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 08:29:45.234503,T01,6.991,0.0514,0.0283,10.34,27.92,7.95,103.6,19.76,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 08:59:45.234503,T01,7.014,0.0405,0.0183,10.03,27.93,7.94,105.0,19.64,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 09:29:45.234503,T01,6.957,0.0435,0.0202,10.67,27.92,7.94,102.3,19.63,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 09:59:45.234503,T01,6.894,0.0706,0.0283,10.38,27.73,7.96,108.4,19.68,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 10:29:45.234503,T01,6.763,0.0411,0.0187,10.07,27.7,8.03,104.4,19.61,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 10:59:45.234503,T01,6.74,0.0435,0.025,10.67,27.82,8.03,111.5,19.71,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 11:29:45.234503,T01,6.709,0.0428,0.0165,11.13,28.1,8.02,107.7,20.1,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 11:59:45.234503,T01,6.963,0.0348,0.0175,10.47,27.89,7.95,104.4,19.66,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 12:29:45.234503,T01,7.171,0.0476,0.0186,10.69,28.17,8.07,101.8,19.51,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 12:59:45.234503,T01,6.919,0.0399,0.023,10.34,27.95,8.03,107.7,19.63,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 13:29:45.234503,T01,6.949,0.04,0.0185,10.31,27.85,7.99,104.3,19.81,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 13:59:45.234503,T01,6.808,0.0396,0.0255,10.37,28.29,8.04,107.7,19.86,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 14:29:45.234503,T01,6.995,0.0473,0.0284,9.63,27.88,7.97,107.7,19.94,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 14:59:45.234503,T01,6.628,0.026,0.0228,11.09,28.07,8.05,106.3,19.8,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 15:29:45.234503,T01,6.759,0.0528,0.0201,10.26,27.78,8.02,100.8,19.59,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 15:59:45.234503,T01,7.013,0.0411,0.0198,10.35,27.9,8.1,107.1,19.98,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 16:29:45.234503,T01,6.76,0.0463,0.0291,10.18,28.28,8.04,113.5,20.1,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 16:59:45.234503,T01,6.561,0.045,0.0208,10.2,28.31,8.05,110.6,20.04,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 17:29:45.234503,T01,7.005,0.0376,0.0283,10.83,27.68,7.94,108.0,20.04,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 17:59:45.234503,T01,6.745,0.0507,0.019,10.39,27.78,8.03,98.1,19.89,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 18:29:45.234503,T01,6.75,0.0491,0.0234,10.8,28.17,7.99,102.3,19.64,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 18:59:45.234503,T01,6.88,0.0365,0.0229,10.41,28.05,8.0,110.9,19.94,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 19:29:45.234503,T01,6.819,0.0397,0.0269,9.89,27.87,7.92,103.9,19.86,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 19:59:45.234503,T01,6.921,0.0514,0.0243,10.18,27.96,8.03,105.6,19.7,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 20:29:45.234503,T01,6.718,0.0448,0.0242,10.6,27.94,7.95,107.6,19.72,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 20:59:45.234503,T01,6.768,0.0458,0.0157,10.0,27.86,8.02,106.1,19.5,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 21:29:45.234503,T01,6.507,0.0404,0.0292,10.0,28.46,7.97,106.0,19.88,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 21:59:45.234503,T01,6.722,0.0349,0.0184,10.88,27.83,8.01,108.2,20.03,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 22:29:45.234503,T01,6.514,0.0473,0.0273,10.04,28.13,8.0,110.8,19.79,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 22:59:45.234503,T01,6.8,0.0343,0.0234,10.53,28.13,7.96,109.9,19.56,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 23:29:45.234503,T01,6.963,0.0359,0.0243,10.74,28.12,8.0,100.6,19.81,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-07 23:59:45.234503,T01,6.691,0.0471,0.0215,10.33,28.11,7.87,109.3,19.82,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 00:29:45.234503,T01,6.759,0.057,0.0282,10.19,28.05,8.0,107.8,19.91,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 00:59:45.234503,T01,7.041,0.0363,0.0256,10.64,27.7,8.01,108.1,19.87,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 01:29:45.234503,T01,6.884,0.0383,0.022,10.33,27.75,7.93,109.3,19.64,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 01:59:45.234503,T01,6.952,0.0392,0.0238,10.42,27.91,7.88,104.4,19.69,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 02:29:45.234503,T01,6.85,0.0421,0.0239,10.04,27.75,7.97,110.8,19.79,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 02:59:45.234503,T01,7.02,0.0377,0.0215,10.65,27.77,8.02,109.5,19.7,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 03:29:45.234503,T01,6.831,0.0398,0.0229,10.78,27.89,8.0,104.9,19.72,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 03:59:45.234503,T01,6.719,0.047,0.033,10.24,27.95,7.88,107.8,19.9,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 04:29:45.234503,T01,6.809,0.0453,0.0209,11.08,27.99,8.01,107.1,19.75,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 04:59:45.234503,T01,6.817,0.0421,0.0227,9.92,28.08,7.99,103.3,19.93,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 05:29:45.234503,T01,6.951,0.0565,0.0268,10.64,28.07,8.13,106.4,19.81,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 05:59:45.234503,T01,6.829,0.0422,0.0199,10.97,27.45,7.87,104.0,19.84,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 06:29:45.234503,T01,6.81,0.052,0.0292,10.33,28.29,7.95,106.6,19.75,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 06:59:45.234503,T01,7.022,0.0561,0.0247,10.63,28.19,7.99,107.5,20.01,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 07:29:45.234503,T01,6.662,0.0504,0.0223,10.79,27.9,8.01,104.7,19.53,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 07:59:45.234503,T01,7.064,0.0365,0.0267,10.87,27.78,7.96,101.4,20.05,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 08:29:45.234503,T01,6.796,0.0472,0.0234,10.35,27.7,8.03,102.5,20.03,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 08:59:45.234503,T01,6.916,0.0353,0.0265,10.8,28.04,7.93,106.5,20.07,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 09:29:45.234503,T01,6.762,0.0415,0.0206,10.24,27.96,7.99,103.9,20.0,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 09:59:45.234503,T01,7.0,0.0506,0.0208,10.72,28.09,8.01,109.0,20.03,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 10:29:45.234503,T01,6.899,0.024,0.0204,11.07,28.28,8.07,105.8,19.63,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 10:59:45.234503,T01,6.998,0.0418,0.019,10.57,28.04,7.97,107.4,19.68,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 11:29:45.234503,T01,6.823,0.0441,0.0252,11.04,27.92,8.06,106.5,19.82,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 11:59:45.234503,T01,6.904,0.0377,0.0208,11.08,27.92,8.02,106.2,19.81,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 12:29:45.234503,T01,6.62,0.0359,0.027,10.52,27.99,7.93,107.1,19.35,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 12:59:45.234503,T01,6.855,0.0383,0.0274,11.12,28.19,7.99,110.8,19.81,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 13:29:45.234503,T01,6.868,0.0399,0.0304,10.59,28.3,8.04,101.0,19.83,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 13:59:45.234503,T01,6.63,0.0528,0.0187,11.04,27.83,7.96,107.1,19.94,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 14:29:45.234503,T01,7.119,0.0317,0.0291,10.85,27.91,7.97,107.5,19.87,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 14:59:45.234503,T01,6.894,0.0292,0.0251,11.04,27.91,8.02,108.9,19.87,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 15:29:45.234503,T01,6.619,0.0431,0.0243,10.54,28.06,8.01,108.4,20.0,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 15:59:45.234503,T01,6.81,0.0425,0.0272,10.7,27.67,7.92,105.5,19.61,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 16:29:45.234503,T01,6.795,0.0531,0.0194,10.68,27.94,7.96,104.3,19.78,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 16:59:45.234503,T01,7.092,0.0568,0.024,10.96,27.6,8.04,105.1,19.59,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 17:29:45.234503,T01,6.999,0.0493,0.0226,10.86,27.81,8.01,105.0,19.79,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 17:59:45.234503,T01,6.734,0.0329,0.0199,10.73,27.9,7.92,100.4,19.72,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 18:29:45.234503,T01,6.661,0.0457,0.0218,10.96,28.07,7.94,105.3,19.86,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 18:59:45.234503,T01,7.022,0.0415,0.0215,10.93,28.18,7.98,108.7,19.93,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 19:29:45.234503,T01,6.806,0.0486,0.0203,10.56,27.86,7.98,108.7,19.85,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 19:59:45.234503,T01,6.908,0.0527,0.0189,11.26,27.96,7.95,102.7,19.55,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 20:29:45.234503,T01,6.768,0.0404,0.0233,10.61,27.68,8.06,109.5,19.79,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 20:59:45.234503,T01,6.687,0.0447,0.0152,10.65,28.1,7.98,103.6,19.77,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 21:29:45.234503,T01,6.942,0.0319,0.0319,10.75,28.08,7.96,105.5,19.7,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 21:59:45.234503,T01,6.907,0.0366,0.025,10.67,27.84,8.06,106.4,20.0,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 22:29:45.234503,T01,7.158,0.0439,0.0221,10.72,27.88,8.06,107.1,20.08,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 22:59:45.234503,T01,6.964,0.05,0.0208,10.97,27.94,7.96,108.9,19.4,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 23:29:45.234503,T01,6.925,0.0568,0.0209,11.0,28.06,7.94,107.2,19.78,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-08 23:59:45.234503,T01,7.079,0.0512,0.0232,10.35,28.44,7.98,105.5,20.27,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 00:29:45.234503,T01,6.845,0.0359,0.0212,11.33,28.15,7.94,104.0,19.89,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 00:59:45.234503,T01,6.914,0.0335,0.0272,11.03,28.39,7.91,110.1,19.79,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 01:29:45.234503,T01,6.956,0.0432,0.0273,10.99,28.15,8.01,100.4,20.0,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 01:59:45.234503,T01,6.826,0.0471,0.0213,11.02,27.58,8.05,106.9,19.85,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 02:29:45.234503,T01,6.575,0.0426,0.0243,11.22,28.21,7.96,106.7,19.67,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 02:59:45.234503,T01,6.93,0.043,0.0243,11.23,27.77,8.02,105.7,20.03,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 03:29:45.234503,T01,6.723,0.0424,0.0292,10.79,27.81,8.0,102.6,19.88,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 03:59:45.234503,T01,6.631,0.0395,0.0263,10.79,28.11,8.0,108.3,19.48,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 04:29:45.234503,T01,6.773,0.0418,0.0279,10.99,28.01,8.03,101.9,19.52,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 04:59:45.234503,T01,6.631,0.0487,0.0157,11.37,27.74,8.01,105.6,19.95,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 05:29:45.234503,T01,6.838,0.0549,0.0238,10.89,27.83,7.97,107.8,20.07,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 05:59:45.234503,T01,6.805,0.0489,0.0257,11.14,28.24,8.05,106.0,19.77,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 06:29:45.234503,T01,7.09,0.049,0.0153,10.89,27.85,7.87,105.8,19.88,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 06:59:45.234503,T01,6.693,0.0415,0.0235,11.24,27.89,7.94,107.0,19.76,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 07:29:45.234503,T01,6.861,0.0456,0.0229,11.52,27.76,7.94,108.0,19.39,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 07:59:45.234503,T01,7.136,0.0262,0.0212,10.97,28.21,7.92,104.4,19.68,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 08:29:45.234503,T01,6.689,0.0445,0.0233,11.26,28.18,7.91,109.1,19.85,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 08:59:45.234503,T01,6.885,0.0271,0.0192,11.15,28.19,8.07,113.0,20.26,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 09:29:45.234503,T01,6.847,0.036,0.0271,11.35,27.98,8.01,108.3,19.41,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 09:59:45.234503,T01,6.734,0.0452,0.0213,11.3,28.12,7.95,102.6,19.89,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 10:29:45.234503,T01,6.802,0.039,0.0277,10.49,27.79,8.07,108.4,19.72,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 10:59:45.234503,T01,6.661,0.0431,0.0292,10.96,28.07,7.92,108.7,19.88,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 11:29:45.234503,T01,6.978,0.0482,0.0245,11.06,27.94,7.92,105.1,19.87,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 11:59:45.234503,T01,6.884,0.0521,0.0254,11.5,27.77,7.99,108.6,19.87,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 12:29:45.234503,T01,6.951,0.0395,0.0262,11.09,27.78,7.95,103.8,19.5,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 12:59:45.234503,T01,6.735,0.0535,0.0187,10.91,27.78,8.01,101.8,19.61,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 13:29:45.234503,T01,6.838,0.0493,0.0218,11.47,27.79,7.97,102.5,19.81,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 13:59:45.234503,T01,6.969,0.0401,0.0294,11.02,28.03,7.99,112.6,19.61,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 14:29:45.234503,T01,6.708,0.0398,0.0251,10.91,27.62,8.01,101.5,19.96,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 14:59:45.234503,T01,6.935,0.0278,0.028,10.58,27.98,7.92,105.1,19.63,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 15:29:45.234503,T01,6.903,0.0386,0.0241,10.67,27.76,7.99,111.1,19.44,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 15:59:45.234503,T01,6.963,0.0519,0.0265,11.31,27.87,7.97,109.6,19.73,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 16:29:45.234503,T01,6.978,0.0361,0.0251,10.82,27.65,8.03,102.8,19.83,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 16:59:45.234503,T01,6.784,0.0544,0.0246,11.41,27.94,7.96,114.5,19.69,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 17:29:45.234503,T01,6.904,0.0354,0.0314,11.27,28.06,8.04,108.6,20.02,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 17:59:45.234503,T01,6.9,0.0352,0.02,11.63,28.06,8.0,108.5,19.72,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 18:29:45.234503,T01,6.953,0.0257,0.0192,11.27,28.2,8.04,105.3,19.8,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 18:59:45.234503,T01,6.74,0.0421,0.0215,11.56,27.94,7.97,110.1,19.68,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 19:29:45.234503,T01,6.751,0.0434,0.0287,10.98,27.97,7.97,99.1,19.42,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 19:59:45.234503,T01,7.0,0.0298,0.0231,11.15,27.99,7.99,110.4,19.82,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 20:29:45.234503,T01,6.755,0.0576,0.0283,11.48,27.87,8.03,105.5,19.34,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 20:59:45.234503,T01,6.875,0.0476,0.0206,11.42,27.97,7.92,108.5,20.23,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 21:29:45.234503,T01,7.103,0.0503,0.0219,11.48,27.64,8.08,100.5,20.0,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 21:59:45.234503,T01,7.034,0.0333,0.0269,10.87,27.94,7.95,106.1,19.73,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 22:29:45.234503,T01,6.896,0.0505,0.0184,10.85,28.01,8.03,105.1,19.6,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 22:59:45.234503,T01,7.039,0.0401,0.0218,11.22,28.13,8.03,103.8,19.75,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 23:29:45.234503,T01,7.085,0.0498,0.0256,11.34,28.24,7.93,108.7,19.85,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-09 23:59:45.234503,T01,7.216,0.0426,0.0292,11.71,27.72,8.04,113.3,19.84,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-10 00:29:45.234503,T01,6.685,0.0429,0.0282,11.11,28.01,7.92,106.1,19.9,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-10 00:59:45.234503,T01,7.015,0.0558,0.0261,10.93,27.85,7.97,107.9,20.06,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-10 01:29:45.234503,T01,6.814,0.0478,0.0221,11.32,28.03,7.84,105.1,19.86,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-10 01:59:45.234503,T01,7.015,0.0447,0.0161,11.24,27.7,7.98,108.5,19.94,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-10 02:29:45.234503,T01,7.085,0.0572,0.0289,11.84,27.95,8.01,112.1,19.76,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-10 02:59:45.234503,T01,6.914,0.0331,0.0257,11.63,28.15,7.96,105.6,19.71,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-10 03:29:45.234503,T01,7.083,0.0427,0.0225,11.42,27.79,8.01,105.5,19.64,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-10 03:59:45.234503,T01,7.149,0.0397,0.0235,10.96,27.96,7.92,107.9,19.83,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-10 04:29:45.234503,T01,6.947,0.0528,0.0283,11.51,27.91,7.92,107.3,19.88,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-10 04:59:45.234503,T01,6.967,0.0531,0.0289,11.05,28.07,7.95,108.7,20.2,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-10 05:29:45.234503,T01,6.951,0.0446,0.0196,11.16,27.89,7.91,103.9,19.95,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-10 05:59:45.234503,T01,6.872,0.0411,0.0244,11.51,27.94,8.03,110.0,20.06,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-10 06:29:45.234503,T01,6.812,0.0523,0.0251,11.21,27.94,7.97,107.9,20.05,0.25,1,NITRO_SLOW,dummy_sensor
2026-02-10 06:59:45.234503,T01,6.958,0.0413,0.0151,11.66,27.9,8.04,105.2,19.73,0.25,1,NITRO_SLOW,dummy_sensor
